1.760334408988760702e+00
2.004332845555341525e+00
2.187639391373120912e+00
2.417111631660983306e+00
2.351129317016379172e+00
2.516424130000585624e+00
2.754293861942542332e+00
3.395991005356970849e+00
3.729397569805307455e+00
3.735595253183087383e+00
3.986607849254518499e+00
4.671514839892495274e+00
5.276700417484962990e+00
5.618077794719973816e+00
6.081959492101175258e+00
6.204325704093645477e+00
6.554779392937178706e+00
